Protein	20211018_Seroconversion_DBS_Plate1_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR6_centroid.mzML
P61077;P62837	129797.8984	134034.2969	125644.4141	118671.6875	151044.2812	99523.94531		105696.5469		100756.5859	144046.9219	105693.9609		88515.09375	96271.01562	107312.2891	130031.7891	81893.85156	100572.3906	121918.9062	91123.53125	98317.66406	90855.10938	64210.3125	120088.2656	132242.1406	133529.3125	137104.4531	174055.5469	125268.9453				143748.0156	399887.6875	127687.2734	342508.625	366097.2188	277579.4062	383944.4375	412780.7188	283553.0938	415241.9062	401074.7812	233732.3594	311056.0312	404414.6875
P61081	130207.1875	119650.0391	122274.0312	112913.7344	103045.1797	95322.86719	84906.13281	129339.1797		108667.6484	103581.4531	92234.05469	245756.9688	105002.1406	76363.20312		113051.875	129440.2031		82536.32812	57983.90625	96749.86719	61174.17578		74769.19531	76171.09375	54043.796879999994	71751.30469	51597.24219			80458.9375	52657.21484		62694.34766		75793.50781	75742.94531	71273.78125	92638.39844	84440.14062	76408.80469	89323.71094	101874.75	111786.4766	72521.19531	80772.53906
P61086					118864.7031																																	98303.375						78131.28125			
P61088	702928.4375	743877.9375	738250.3125	802681.0625	982899.5625	762652.3125	711666.5625	706739.5625	776082.375	690431.0625	780879.625	831443.3125	776928.5	705046.375	856162.4375	737911.5	808708.5	808935.0		827508.1875	829371.25	794971.9375	834625.375	828732.5	1073590.875	950610.8125	720169.8125	764745.5625	778396.4375	932073.9375	1148404.75	940563.3125	886187.0	888963.75	870266.4375	1124624.75	948858.1875	930143.1875	926509.8125	749890.1875	959625.25	1043849.562	841861.8125	675318.875	533554.9375	780518.1875	832258.8125
P61088;Q5JXB2	702928.4375	743877.9375	738250.3125	802681.0625	982899.5625	762652.3125	711666.5625	706739.5625	776082.375	690431.0625	780879.625	831443.3125	776928.5	705046.375	856162.4375	737911.5	808708.5	808935.0	839743.0625	827508.1875	829371.25	794971.9375	834625.375	828732.5	1073590.875	950610.8125	720169.8125	764745.5625	778396.4375	932073.9375	1148404.75	940563.3125	886187.0	888963.75	870266.4375	1124624.75	948858.1875	930143.1875	926509.8125	749890.1875	959625.25	1043849.562	841861.8125	675318.875	533554.9375	780518.1875	832258.8125
P61158				197913.875	159936.3438	124238.5312	106748.5547	125346.3672			167615.7969		81351.70312	107085.375						78982.09375	98061.71875			33402.69922	43134.57812		75361.85938		79935.67969								48946.98828		56258.47266	80440.32812	145462.6406		58832.16016	61930.98047	126107.1172		40763.87891
P61160	133514.1875	135139.3125		131444.3906		120279.7109		108196.4297										111594.6562																				115969.1484					153166.0	156480.6719			99548.45312
P61163																										60961.00391																					
P61201	279818.8125	262701.4688	282568.4375	302144.0625	273729.0	284970.3438	282137.4688	262785.8438	300211.0	288229.5	306432.9688	280183.4688	244077.4219	211107.0312		234448.7812	209336.4062	251467.4375		206394.7812		220079.9531	7810.07666			236924.6719	184079.2656	192497.5469	212323.8281	184957.9375	233769.4375	270504.25	274205.9688	261972.375	229906.8125	262200.3438	277844.5625	277425.5938	307137.625	290361.375	264536.0312	249546.3438	106646.3438	272440.6875	302269.4375	235661.0312	243211.7969
P61204;P84077	459808.1562	384054.5938	405659.5	394562.4062	422292.5938	428394.5312	387038.875	456269.9688	464803.5938	403726.375	410738.9375	389587.2812	360496.3125	460545.5625	384084.2812	417334.0625	427773.9375	435404.7812	405417.9688	352484.375	384159.0	407332.1562	454721.25	318168.375	286436.5625	558904.75	465604.5	616460.0	524351.5	257755.8906	361929.5625	434206.5	364166.2812	342228.1875	384151.375	372716.5312	285119.2812	456674.7812	334301.4375	304734.3438	363094.125	356001.5938	440174.6562	351062.2812	729628.1875	292319.6875	308444.375
P61204;P84077;P84085		384054.5938			422292.5938																							616460.0				434206.5	364166.2812	342228.1875					334301.4375	304734.3438				351062.2812	729628.1875		
P61224	227830.9688	251265.5	230504.2656	255049.5312	251269.1875	258321.3281			149582.0312	132255.6406	191619.3594			174581.4844	142867.3594		216658.0625			237273.0469		230707.0156			291202.7188	276916.9688	259479.5781	236219.1562	246034.0	254620.5938		294232.4688	238162.1094		289769.375	183440.0	284014.125	256363.0469	174177.6719	290725.6875	316629.125	230303.9688	307416.4375	350513.3125	258075.3594	275543.6562	277036.1875
P61224;P62834	1014914.812	874229.1875	933542.875	828425.5	829030.75	965596.0	1051134.875	1045199.312	1066689.125	948378.0	859293.4375	998933.875	1075102.875	903721.5625	963410.375	868818.375	891378.5625	953922.75	908381.1875	857265.3125	875671.5625	793054.25	889401.875	839098.4375	667837.4375	591121.4375	622899.875	673991.9375	658645.6875	693207.3125	761846.8125	716626.625	807137.4375	876827.6875	676676.9375	792258.0625	796049.375	761495.625	910601.0625	749359.3125	739623.375	887695.0	699689.1875	786475.4375	868156.4375	759887.9375	710530.75
P61225	131874.6719	153919.3125	136125.9219	141769.7188	142689.7812	150573.3281	122617.5469	115760.9219	144119.6719	106854.1719	130573.5547	153474.7188	119890.4219	116189.8984	117299.5312	98983.88281	103586.7109	94899.82812	93455.35938	125799.9688	172535.7812	119588.2734	161396.7656	57329.265620000006	138868.7031	140289.5	154997.5938	224984.9531	123853.6016	113805.125		143063.9688	172128.0938	150778.7656	137384.5156	107604.8281	155518.7344	137618.3906	143992.2812	166657.0938	146304.4688	125705.5234	139929.2188	164203.6562	117018.5156	152696.5625	142078.8594
P61266																												521974.9688																	112026.1562		
P61326;Q96A72																																													124214.4375		
P61457																																1142996.875														724149.75	
P61586	431207.1562	448756.0938	422620.0938	457718.6875	470205.1875	439425.4062	305992.5312	316513.8438	401233.75	360996.1875	385973.9375	354898.1875	401907.25	374318.6562	249218.2812	393784.3438	379276.1562	362363.0312	385932.2812	376245.375	312760.1562	311816.9688	341672.875	304620.625	290684.625	315885.0312	277250.3438	309956.9062	319226.4375	256269.1094	395181.3438	450474.2188	374549.4688	385316.625	450546.5312	423968.6875	385143.0312	363145.8125	311116.1562	523878.1875	365455.3125	329624.0938	420861.25	554343.0	472878.75	428517.5	390052.9062
P61626	702622.0625	785636.1875	723248.5	769726.9375	793565.3125	769966.4375	641666.6875	689120.25	663858.8125	684698.25	693134.8125	674038.625	569870.625	749279.25	573536.625	400777.5625	1283254.75	696802.9375	621129.375	839488.8125	814324.5	617847.1875	825710.8125	548738.0625	506396.9375	590598.5625	676132.5	424913.1875	46840.82031	339452.7188	762295.0625	733195.25	822960.875	765812.875	958407.625	856012.625	766134.8125	850454.5625	788446.4375	653065.75	709803.625	670589.0	759426.25	905113.9375	848601.625	717528.8125	750742.625
P61758			65744.1875																																												
P61764																															104793.9531	76797.77344		125996.2344		73617.26562		28746.51953	92853.5625			60170.234379999994	25951.35547				
P61769																																								182067.8594				174831.5938	118419.4453		
P61970	2251585.5	2167270.75	2094689.125	1855263.0	2087829.25	2073726.75	2221787.5	2106033.5	2330462.0	2098779.5	2006276.75	2119708.5	2150879.75	2070541.375	2227138.0	2287768.5	2166540.75	2227442.75	2046356.75	2134984.75	2131181.75	1851162.75	1957572.875	1949716.375	1915742.25	1968690.375	1723434.25	2071845.625	1966623.25	1968132.25	1951355.75	1889457.75	1812297.375	2026473.375	1823948.375	2067670.125	1730032.25	1815441.75	1950934.75	1853705.25	1810736.5	1899576.75	1921683.5	1969862.0	2053051.25	1816694.0	1762370.125
P61978	93297.02344	135178.9688	118472.8359	78949.30469	95428.71875	101956.5938	129542.4688	118495.7734	104169.1562	84289.90625	131151.5312	60153.18359	59472.859379999994	134371.5156		33568.99219	92989.4375	113903.6719							96669.71875	83110.66406	84984.72656	61761.78125	64351.48828	61194.24609			131200.1094	51905.05859	127906.9922		72085.3125	121611.375	75548.29688	167978.4531	100899.7344	86195.52344	114437.4609	107611.5625	124038.5391	81162.60938	69751.71094
P61981	285043.5	293081.5312	281502.9688	323654.4375	354746.7812	287910.0625	231027.9531	273928.2188	304814.4062	264477.6562	357902.3438	349968.125	310978.2188	326621.9688	286533.6562	367571.1562	399422.3125	413250.1562	324278.6875	411022.3125	372427.5312	399775.9688	421052.3125	348538.875	428443.125	344412.0312	366637.25	374577.125	387419.875	379085.75	272311.125	248272.5312	271700.5938	232494.1719	313689.9375	293859.6562	340569.9062	367927.625	370541.625	370928.0312	380114.75	344683.4688	354222.3438	325639.3125	349813.2188	373619.5	344151.2812
P62191	306339.5625	305034.9688	273604.4375	275805.3438	283090.0	287044.375	133045.5	275244.2812	186803.75	238358.2656	224406.7344	202428.375	232533.4688	240490.0469	222518.4844	148760.9531	215282.2188	237086.9844		94768.67188	46538.01172	151326.9062	167646.1562	28494.9043	151523.3438	185239.1719	181049.8438	170039.3281	156556.125	169217.9375	169801.6406	248519.0312	277782.1875	250250.7812	275127.75	272789.5938	238287.3125	337902.9688	125200.1172	253489.5938	333207.2188	103884.1875	361002.4375	377297.6562	152611.4062	203829.1719	392185.4688
P62195	291158.7812	284219.3125	327484.6875	237865.8125	262653.3438	279356.75	178372.1406	137737.2656	144032.8281	132889.25	108756.5078	143332.4531	171253.9375	189041.3125	119698.0	162365.8281	151366.0938	198431.8906	161320.8906	158142.4531	178674.7812		104625.6797	154038.9219	170100.75	172775.75	153819.7344	149735.7344	175357.5	133545.3594	166231.8125		188517.1875	157044.7969	245456.0156	141730.5625	171069.25	200385.4375	123451.4688	187608.5625	178170.7656	119592.9141	178630.5625	165432.4531	142677.3438	193905.625	191055.9844
P62195;Q8NB90	291158.7812	284219.3125	327484.6875	237865.8125	262653.3438	279356.75	178372.1406		144032.8281	132889.25	108756.5078		171253.9375	189041.3125	119698.0	162365.8281	151366.0938				178674.7812			154038.9219			153819.7344										171069.25	200385.4375	123451.4688	187608.5625	178170.7656	119592.9141	178630.5625	165432.4531			191055.9844
P62258	868018.75	802470.6875	823006.25	886613.5625	955836.8125	787625.625	762088.375	789306.6875	903873.5625	804158.75	920147.8125	908022.8125	858000.4375	913787.5	915420.25	923123.5	898891.5	847515.3125	862030.4375	921821.875	914144.1875	945413.5	857780.875	853734.0625	1037632.562	970166.8125	873306.1875	834270.75	892048.4375	905653.6875	1061440.0	969494.375	971340.25	974761.0	963157.0	1039990.188	979778.5	988534.5	979843.9375	882464.875	1050850.375	1111046.25	1229984.75	970606.8125	908884.1875	992562.5625	1071746.625
P62328				18739.20117																		6122.63916							29692.746089999997									24327.375						38584.61328	23701.64062		17529.69336
P62333	548310.0	565467.5	608579.625	576665.3125	549792.25	351749.5312	345004.3125	438436.125	362633.4375	190457.0625	526301.0625	145239.8125	178020.8125	285321.375	189490.5312	251075.2031	294648.7188	299967.4062	162472.3281	208966.0781	164864.5469	293540.4062	294906.4688	134644.6562	512879.375	290530.625	443835.4062	257845.875	247908.4219	555560.0	345564.1562	487162.9375	365780.4688	451641.6562	485485.9375	438618.0	287826.0938	477826.375	465067.7188	505218.3125	282068.125	345407.3125	166258.1094	412527.75	476554.125	386516.125	276520.5625
P62491;Q15907	171553.875	122646.1953	115786.4922	96390.32812	210480.4844	193129.9688	90905.16406	112867.7578	185212.9844	115197.8594	113569.4219	95989.32812	121799.0391	114455.9688	83186.50781	101821.3828	113749.1094	113371.375	184819.2812	113438.3594	162774.4688	156539.0938	173543.4844	113534.6875	148259.375	139088.4062	156483.9531	92158.25	105339.7109	132041.9531	98164.66406	110321.7188	119365.7812	101633.7969	116587.1016	128043.5078	128510.2188	101466.7031	121267.7578	115187.0234	100764.5547	107221.9922	108389.8516	103235.2969	132163.0312	105958.2344	146302.1406
P62633									2249975.25																																						
P62701																						299855.5																									
P62714;P67775			95101.61719	119730.5	183062.9062						123910.7109					183211.2812					57704.87109	155591.8594	42370.80078		245840.2344	389352.4062	371340.4375	427821.1875	426136.4062	319055.5625	156024.0469	183067.7812	225383.3906	157463.6875	231262.5156	131979.3594	183938.875	215596.7969	154806.7969	442083.5	173061.3438	146073.7656	356922.4375	515041.9688	402218.1875	207125.3594	297710.8438
P62736;P63267;P68032;P68133	11035121.0	14689745.0	15763905.0	14875229.0	13817105.0	15888543.0		16794762.0	16241207.0	15978160.0	14456334.0	16216078.0	14669907.0	14459082.0	15121483.0	14762833.0	15566311.0	14752751.0		12958218.0	13812122.0	13424013.0	13980983.0		11933798.0	11669011.0	10873010.0	10608745.0	10586578.0	9955493.0	11777266.0	10975994.0	11069559.0	12760324.0	10932965.0	12986626.0	11084449.0	10618883.0	13163098.0	11212185.0	11634775.0	11691344.0	9744050.0	11834202.0	10755043.0	11118480.0	10205327.0
P62805	895664.5625	967537.75	794913.625	913886.5	1155899.5	864168.625	821036.625	742325.625	904195.375	957853.6875	1223737.125	1122120.0	559642.1875	636267.4375	834567.0625	938529.75	1366803.25	867825.625	850561.375	1005317.5	1029295.312	1122744.125	1167995.75	972273.8125	1285846.25	1597408.0	1500352.0	1504908.5	1407736.25	1334130.25	1188504.25	1222338.0	1358212.0	1441158.875	1667465.75	1275922.125	1127633.5	1321581.5	1985693.75	1296506.0	1158718.375	1704663.375	1192673.875	1417588.375	2732460.25	1273905.125	1134447.5
P62820;Q92928;Q9H0U4					264915.75																										134270.7969	258916.2812	312052.3125	315733.7812	276970.9688	223329.6406	362517.3125	354421.1875	340991.4688	389601.25	384132.625	207530.0781	401399.9375	485910.5625	454439.8125	263389.9062	355675.875
P62820;Q9H0U4																																	312052.3125						340991.4688	389601.25							
P62826	7787548.0	7273692.0	7305981.5	6727295.5	7236776.0	7873265.5	7554395.0	7950522.0	7793102.5	7495405.0	6192058.5	6999166.0	7433798.0	7107703.5	6586539.0	6695172.5	7136248.5	7033913.0	6716233.5	7065387.5	7248870.0	2703064.0	2872251.0	2561768.0	5267908.0	5568161.5	2488167.5	2176227.0	1591833.5	1829569.125	4693540.0	5196578.0	4922151.0	5724411.5	4421520.5	6036244.0	4066449.0	3961549.0	4619708.0	3885027.25	4139050.75	4832192.0	4098495.0	4073688.0	4955332.0	4429995.0	3853883.25
P62829									401414.1562																																						
P62834																																											40281.78125	28982.24805			
P62873			70319.76562										22373.24805																																		
P62873;P62879																									62407.08203																						
P62877																		38910.40234														165226.0781		56693.49219													
P62879					26820.54883																																							28470.78711			
P62913	124622.6641	131611.0938	137434.4219	110741.4609	118884.625	115476.1641	119866.6172	109852.6406			115029.7188			107929.4609					113813.1641									101610.7422						130893.8906			75615.8125		102705.3828			140171.9219			99308.86719		
P62937	8028812.0	8734642.0	8403694.0	8431696.0	8896757.0	8339768.0	8371280.5	7946034.5	9799024.0	8906419.0	8851562.0	9216743.0	7992294.0	8547873.0	9542152.0	9690076.0	9506844.0	9737095.0	8064426.5	8757378.0	8947535.0	7979620.0	8585646.0	8074477.0	8339817.0	8116354.5	7916518.0	8350894.5	7441777.0	8146069.5	7502511.5	8098354.0	8202115.5	9183839.0	7764382.5	8938168.0	7781890.5	7300216.5	8113865.5	7522996.5	7507126.0	8404673.0	7360145.0	8149369.0	8329807.0	8224025.5	7217307.5
P62942	988441.9375	1021461.625	1008794.125	1086485.375	1063498.5	1038287.812	1094396.875	1019332.562	1083574.375	1034588.75	1028880.625	1127491.875	1146134.375	1106267.5	1174247.625	1098572.5	1158753.0	1247564.625	1291014.875	1266731.25	1228095.625	1262895.0	1213630.25	1279163.0	1089373.375	1131850.0	983795.625	986825.875	933277.0625	929626.375	1012291.188	949958.6875	974973.4375	945824.25	931023.875	1066342.0	1072872.125	1105483.5	1027303.438	1081934.0	1055292.75	1049816.375	1006216.5	1033661.062	1037050.5	1027946.75	1056805.25
P62942;Q5VVH2	988441.9375	1021461.625	1008794.125	1086485.375	1063498.5	1038287.812	1094396.875	1019332.562	1083574.375	1034588.75	1028880.625	1127491.875	1146134.375	1106267.5	1174247.625	1098572.5	1158753.0	1247564.625	1291014.875	1266731.25	1228095.625	1262895.0	1213630.25	1279163.0						929626.375	1012291.188	949958.6875			931023.875	1066342.0	1072872.125	1105483.5	1027303.438	1081934.0	1055292.75	1049816.375	1006216.5				1056805.25
P63000	715582.5625	946297.375	921438.3125	1175349.375	957188.5	1013150.688	394369.875	1106709.25	462139.0938	981700.4375	412244.4062	453593.3125	405518.7188	427110.0	443511.2812	417713.0	442748.4062	485726.5938	436228.25	416276.625	440485.8125	452525.4688	414708.9375	445751.0625	344079.2812	424010.6875	381859.3438	455233.9062	421810.25	349312.9688	439288.6875	621560.375	600081.4375	820979.8125	566625.375	479781.7812	431278.5625	566842.9375	549115.3125	581664.125	524464.3125	459214.8438	462919.25	1045547.625	468044.4375	480719.875	509620.25
P63010	167418.7188	142775.0625	162728.2656	137179.5	122910.3438		110747.5781	145445.7969	99206.17188			80657.89844							64058.05469	74051.97656		111424.1328	96076.77344	88534.36719	68114.52344	67951.875					28726.95508	38664.03906		45705.81641	19795.93359		62296.484379999994	47447.66016	71083.94531					81573.51562	40517.12891	61463.69922	92278.08594
P63010;Q10567		142775.0625		137179.5	122910.3438	187840.8438			99206.17188		102107.2266	80657.89844		66677.07031												67951.875											62296.484379999994				86756.83594	66735.125	103745.6484	81573.51562			92278.08594
P63104	663317.1875	731985.3125	672418.125	716339.875	1010034.312	676573.9375	392791.0938	490097.1875	673551.75	657718.375	724605.25	700020.0	486849.2188	585246.125	754056.375	864212.375	787042.3125	723494.5	644339.875	764366.5625	780527.5	858513.25	802833.875	677372.3125	1200864.75	1190412.375	1161221.625	1082612.375	1243948.0	1077983.875	1152697.5	1068712.625	1203322.25	1139338.625	1138566.25	1016746.75	1048432.562	897217.75	1097442.75	1012028.0	913660.1875	1107746.5	1126234.875	1290002.5	1135886.0	1157628.625	1190307.25
